,User,Tweets,Country,category,likes,date
411,EmmanuelMacron,world needs join forces address challenges faces restoring peace taking action climate biodiversity showing solidarity face crises,France,Society & Culture,1718,2023-03-20 13:57:13+00:00
412,EmmanuelMacron,world must divided,France,Society & Culture,1712,2023-03-20 13:57:12+00:00
413,EmmanuelMacron,end escalation face consequences war ukraine support vulnerable economies decarbonize economies act protect biodiversity france china determined,France,Politics & Government,1700,2023-03-20 06:57:09+00:00
414,EmmanuelMacron,president xi jinping call respect territorial integrity sovereignty ukrainian consequences conflict go beyond european borders close coordination france china overcome,France,Politics & Government,1689,2023-03-20 04:38:08+00:00
415,EmmanuelMacron,world needs join forces meet challenges regain peace act climate biodiversity show solidarity face crises,France,Society & Culture,1680,2023-03-19 16:13:37+00:00
416,EmmanuelMacron,world must divided,France,Society & Culture,1672,2023-03-19 15:05:17+00:00
417,EmmanuelMacron,behalf women fighting life freedom iran world behalf women fighting life freedom iran around world,France,Health,1672,2023-03-19 15:02:47+00:00
418,EmmanuelMacron,maana en el g20 con nuestros sociosociaux de sudfrica ruanda senegal argentina mexico con los que reunido esta noche defenderemos juntos la causa de la solidaridad frente las repercusiones de la guerra en ucrania en el plano econmico alimentario energtico,France,Politics & Government,1658,2023-03-19 12:40:18+00:00
419,EmmanuelMacron,tomorrow g20 bali longside partners south africa rwanda senegal argentina mexico met event advocate solidarity response economic food energy consequences war ukraine,France,Politics & Government,1635,2023-03-19 07:52:55+00:00
420,EmmanuelMacron,tomorrow g20 bali partners africa south rwanda senegal argentinian mexico found tonight jointly defend solidarity face economic food energy repercussions war ukraine,France,Politics & Government,1624,2023-03-19 04:00:39+00:00
421,EmmanuelMacron,milletimiz iin olduka anlaml olan bu gnde tam da 13 kasm 2015 tarihinde hayatn kaybedenleri anarken trk halk kalbinden istanbuldan saldrya urad trk insanna mesajmz acnz paylayoruz bamiz sa olsun terrle mcadelede yannzdayz,France,Health,1617,2023-03-19 04:00:13+00:00
422,EmmanuelMacron,day symbolic nation think victims fallen november 13 2015 turkish people struck attack heart istanbul turkish share sorrow stand side fight terrorism,France,Society & Culture,1615,2023-03-19 03:59:40+00:00
423,EmmanuelMacron,answer also question,France,Science & Mathematics,1607,2023-03-19 03:58:09+00:00
424,EmmanuelMacron,answer first questions ecology,France,Health,1601,2023-03-18 14:45:13+00:00
425,EmmanuelMacron,negociadores de ambas partes venezolanas presidentes de argentina colombia todos estbamos en torno la mesa del foro de pars sobre la paz el dilogo debe ser retomado para que en 2024 venezuela tenga unas elecciones libres democrticas,France,Politics & Government,1594,2023-03-18 12:36:06+00:00
426,EmmanuelMacron,negotiators two venezuelan parties argentine colombian presidents around table peace betting forumthe dialogue must resume 2024 free democratic elections take place venezuela,France,Politics & Government,1583,2023-03-18 12:35:47+00:00
427,EmmanuelMacron,universalism obvious ever continents global warming inequality food insecurity armed conflict need real international cooperation face challenges,France,Society & Culture,1560,2023-03-18 12:35:20+00:00
428,EmmanuelMacron,welcome khersons return ukraine critical step towards restoration sovereign rights france stand beside ukrainian people,France,Society & Culture,1546,2023-03-18 12:35:06+00:00
430,EmmanuelMacron,welcome return kherson ukraine important step towards full restoration sovereign rights france remain side ukrainians ukrainians,France,Society & Culture,1541,2023-03-18 12:34:44+00:00
431,EmmanuelMacron,elonmusk bird protect children,France,Health,1537,2023-03-18 11:44:25+00:00
432,EmmanuelMacron,longside partners today launching children online protection lab france estonia new zealand amazon dailymotion meta microsoft alphabet snap tiktok qwant signed going join us,France,Society & Culture,1535,2023-03-18 06:18:32+00:00
433,EmmanuelMacron,protect children internet need better verify user age better detect stop sexual predators better identify address bullying need efficient taking content,France,Health,1533,2023-03-17 14:03:27+00:00
434,EmmanuelMacron,need better protect children social networks internet,France,Health,1533,2023-03-17 13:54:58+00:00
435,EmmanuelMacron,partners launch today laboratory protection children online france estonia newzelande amazon dailymotion meta microsoft alphabet snap tiktok qwant committed volunteers join us,France,Health,1502,2023-03-17 13:47:47+00:00
436,EmmanuelMacron,protecting children online means better checking age users better detecting stopping sexual predators better detecting responding harassment effective removing content,France,Health,1496,2023-03-17 13:47:05+00:00
437,EmmanuelMacron,lets better protect children social networks web,France,Health,1485,2023-03-17 13:46:15+00:00
438,EmmanuelMacron,heroes name nation thank,France,Society & Culture,1462,2023-03-17 13:43:04+00:00
439,EmmanuelMacron,decided end barkhan operation decision taken consultation african partners engagement allies continue according needs expressed france continue ensure role security provider,France,Politics & Government,1441,2023-03-17 08:36:23+00:00
440,EmmanuelMacron,2017 armies identified adaptation efforts driveour commitments fulfilled euro protect french french strengthen sovereignty effort must continue,France,Politics & Government,1438,2023-03-17 08:36:22+00:00
441,EmmanuelMacron,wait war europe rearm nation,France,Politics & Government,1436,2023-03-17 03:23:57+00:00
442,EmmanuelMacron,deploy large scale industrial capture reuse carbon production storage renewable heat use less emitting materials continue support companies rely youth talents,France,Society & Culture,1435,2023-03-17 03:22:42+00:00
443,EmmanuelMacron,one first countries world hydrogen plan continue,France,Health,1426,2023-03-17 03:20:49+00:00
444,EmmanuelMacron,france become leader green industries become strategy,France,Health,1419,2023-03-16 17:44:51+00:00
445,EmmanuelMacron,dividing greenhouse gas emissions two 50 emitting industrial sites country eliminating 5 emissions whole franc goal 10 years green transition contracts,France,Society & Culture,1415,2023-03-16 08:47:06+00:00
446,EmmanuelMacron,strategy clear reduce greenhouse gas emissions least 55 2030 achieve carbon neutrality 2050 accordance betting agreement,France,Business & Finance,1405,2023-03-16 08:45:45+00:00
447,EmmanuelMacron,adverse effects climate change would like commend courage international leaders brought debate loss damage right,France,Politics & Government,1394,2023-03-16 08:45:17+00:00
448,EmmanuelMacron,camileetienne count,France,Society & Culture,1379,2023-03-16 08:44:57+00:00
449,EmmanuelMacron,battle climate inseparable fight biodiversity sides coin,France,Health,1375,2023-03-15 14:37:40+00:00
450,EmmanuelMacron,france supports prohibition exploitation deep seabed assume position carry international fora,France,Politics & Government,1368,2023-03-15 14:36:41+00:00
451,EmmanuelMacron,must continue fight mitigation get economies coal help emerging countries soon possible,France,Health,1356,2023-03-15 14:36:04+00:00
452,EmmanuelMacron,sacrifice climate commitments energy threat russia,France,Politics & Government,1350,2023-03-15 14:35:01+00:00
453,EmmanuelMacron,youth whole world watching us call cop 27,France,Society & Culture,1346,2023-03-15 14:34:41+00:00
454,EmmanuelMacron,called benyamin netanyahu congratulate victory elections share strengthen already strong ties israel france,France,Politics & Government,1333,2023-03-15 12:30:07+00:00
455,EmmanuelMacron,questions action taking ecology ask take time answer,France,Health,1329,2023-03-14 14:07:09+00:00
456,EmmanuelMacron,congratulations brigitte giraud goncourt prize signs quickly living universal book mourning simon liberati renaudot prize performance novel haunted loss two writers overcome fatalities time powers literature,France,Society & Culture,1325,2023-03-14 14:06:37+00:00
457,EmmanuelMacron,nation bears black mourning soothing stone taught us detect light thereit universal inalienable gift given usfor thank,France,Society & Culture,1279,2023-03-13 16:42:31+00:00
458,EmmanuelMacron,ukraines water supply electricity infrastructure secured significant damage russian attack action needed winter swiftly mobilize international community private sector,France,Politics & Government,1262,2023-03-13 04:27:05+00:00
459,EmmanuelMacron,confirmed morning president zelensky fully mobilized increase military support ukraine particularly regard antiair defences,France,Politics & Government,1238,2023-03-13 04:26:42+00:00
460,EmmanuelMacron,electrical infrastructure water supply country severely damaged russian attackswe need act winterwe quickly mobilize international community private sector,France,Health,1235,2023-03-13 04:25:50+00:00
461,EmmanuelMacron,confirmed president zelensky morning fully mobilized increase military support ukrainian particular antiaircraft defence soon possible,France,Politics & Government,1190,2023-03-13 04:24:24+00:00
462,EmmanuelMacron,conectandose com brasil connection brasil,France,Society & Culture,1189,2023-03-13 04:19:59+00:00
463,EmmanuelMacron,philippe alexander french press loses ferocious pen implacable investigator free voice dreaded admired many french one familiar faces political journalism,France,Politics & Government,1183,2023-03-13 04:18:25+00:00
464,EmmanuelMacron,parabens caro lulaoficial por sua eleio que incio um novo captulo da histria brasil juntos vamos unir nossas foras para enfrentar os muitos desafios comuns e renovar vnculo de amizade entre nossos must pases,France,Society & Culture,1175,2023-03-13 04:16:54+00:00
465,EmmanuelMacron,congratulations dear lulaoficial election opens new page history braziltogether join forces meet many common challenges renew bond friendship two countries,France,Politics & Government,1151,2023-03-12 16:16:51+00:00
466,EmmanuelMacron,weve got lot things weve got lot things weve got lot things weve got lot things weve got lot things weve got lot things weve got lot things weve got lot things weve got lot weve got lot things weve got lot things weve got lot weve got lot things weve got lot things weve got lot things weve got lot weve got lot things,France,Health,1149,2023-03-12 16:07:40+00:00
467,EmmanuelMacron,emotional thought tonight inhabitants seoul entire korean people drama itaewon france side,France,Society & Culture,1144,2023-03-12 16:06:06+00:00
468,EmmanuelMacron,name nation thank,France,Society & Culture,1117,2023-03-12 16:04:43+00:00
469,EmmanuelMacron,rearm soldiers fire offer arms equipmentthe number reinforcement columns firefighters doubled 12 canadair replaced carried number 16,France,Society & Culture,1115,2023-03-12 16:03:59+00:00
470,EmmanuelMacron,better prevention fires requires strengthening legal obligations scrambling simplify rules state replace failing owner mapping work put place better understand risks,France,Society & Culture,1114,2023-03-12 11:31:01+00:00
471,EmmanuelMacron,face climate change need go think new strategy fight fires better prevention resources planning reforestation,France,Society & Culture,1114,2023-03-12 10:02:47+00:00
472,EmmanuelMacron,replanting 1 billion trees france course next 10 years,France,Health,1098,2023-03-12 09:31:03+00:00
473,EmmanuelMacron,want word european partners able count france previous years able count fight fires,France,Politics & Government,1096,2023-03-12 09:31:03+00:00
474,EmmanuelMacron,many summer season hell hell flames fatigue desolation think families evacuated firefighters tried flesh think particular memory allaire pascal commander morin martial lieutenant,France,Society & Culture,1077,2023-03-12 09:31:02+00:00
475,EmmanuelMacron,actors mobilized summer forest fires,France,Health,1076,2023-03-12 09:26:24+00:00
476,EmmanuelMacron,thanks international federation human rights fighting 100 years today fighting thanks action women men committed impunity risk lives know count support,France,Health,1068,2023-03-12 09:07:45+00:00
477,EmmanuelMacron,strength army women men make technicians continue innovate ensure safety soldiers operations give means reinvest training thanks commitment,France,Health,1056,2023-03-12 09:05:37+00:00
478,EmmanuelMacron,leon gautier last french survivor landing last member still alive commando kieffer today celebrates 100th anniversary hero nation happy anniversary,France,Society & Culture,1037,2023-03-12 09:04:33+00:00
479,EmmanuelMacron,stronger fairer soothing france,France,Society & Culture,1037,2023-03-12 09:04:05+00:00
480,EmmanuelMacron,must french side one disorder cynicism,France,Politics & Government,1030,2023-03-12 08:23:28+00:00
481,EmmanuelMacron,reconciling climate objectives industry energy sovereignty europe electric vehicles,France,Business & Finance,1029,2023-03-12 07:37:21+00:00
482,EmmanuelMacron,business leaders nation social model sustainable value created precisely shared,France,Society & Culture,1028,2023-03-12 05:26:11+00:00
483,EmmanuelMacron,retirement subject affects lives thats everything going change officials workers disabilities exposed asbestos long careers,France,Politics & Government,1022,2023-03-11 16:09:46+00:00
484,EmmanuelMacron,starting summer 2023 gradually shift retirement age,France,Health,1014,2023-03-11 16:05:44+00:00
485,lopezobrador_,look mount alban zapotec archaeological zone oaxaca splendor v century nothing thousand years europeans came according civilize us,Mexico,Society & Culture,236975,2023-03-11 16:04:50+00:00
486,lopezobrador_,today inaugurate two craft roads well done tasteful district nochixtln,Mexico,Society & Culture,74053,2023-03-11 11:35:07+00:00
487,lopezobrador_,love love paid,Mexico,Health,66116,2023-03-11 11:34:12+00:00
488,lopezobrador_,large bridge 12 km pavement finish oaxacaport hidden road instead 6 hours transfer made 25 inaugurate july year hope also solve old agrarian problem alone,Mexico,Society & Culture,54595,2023-03-11 11:32:58+00:00
489,lopezobrador_,national program labor roads coxcaltepec cantaros oaxaca,Mexico,Society & Culture,45341,2023-03-11 10:13:21+00:00
490,lopezobrador_,share image archaeological zone guiengola isthmus tehuantepec belonging ancient zapotec culture,Mexico,Society & Culture,41520,2023-03-11 04:40:55+00:00
491,lopezobrador_,today supervise construction highway oaxaca isthmus tehuantepecwe finish december great work reduce 5 2 hours half time transfer,Mexico,Society & Culture,39106,2023-03-10 16:07:59+00:00
492,lopezobrador_,health plan imss wellbeing oaxaca,Mexico,Health,38053,2023-03-10 16:07:15+00:00
493,lopezobrador_,health plan imss wellbeing san luis potos,Mexico,Health,37356,2023-03-10 16:04:30+00:00
494,lopezobrador_,health plan imss welfare zacatecas,Mexico,Health,37354,2023-03-10 16:02:52+00:00
495,lopezobrador_,attention causes consequences marginalization morning press conference national palace,Mexico,Politics & Government,33310,2023-03-10 16:02:04+00:00
496,lopezobrador_,met friend jeremy corbyn never forget opposition leader independent labour party english parliament visited tabasco met london jeremy honest hope people,Mexico,Politics & Government,33153,2023-03-10 11:44:01+00:00
497,lopezobrador_,morning press conference national palace,Mexico,Politics & Government,32949,2023-03-10 10:57:47+00:00
498,lopezobrador_,work together reduce drug use achieve wellbeing young people,Mexico,Society & Culture,32752,2023-03-10 10:55:05+00:00
499,lopezobrador_,talked father solalinde migration justice,Mexico,Society & Culture,32692,2023-03-10 07:28:43+00:00
500,lopezobrador_,mayan train gathers history coexistence nature strategic project,Mexico,Society & Culture,31871,2023-03-10 04:36:17+00:00
501,lopezobrador_,tomorrow right informed also disagree,Mexico,Health,30704,2023-03-10 02:29:24+00:00
502,lopezobrador_,april 7 2005 legislators prian disapproved orders fox complicity court ministersthe young people yesterday turned 18 age majority born repeat speech occasion,Mexico,Politics & Government,30585,2023-03-10 02:28:46+00:00
503,lopezobrador_,tolstoy jesus christ reformer shattered ancient foundations life provided us new ones whose reform yet carried still force,Mexico,Society & Culture,30207,2023-03-10 02:28:06+00:00
504,lopezobrador_,gandhi jesus know one done humanity jesus fact find nothing wrong christianity added problem christians live according teach,Mexico,Society & Culture,29971,2023-03-10 02:27:36+00:00
505,lopezobrador_,alliance latin american countries caribbean inflation,Mexico,Society & Culture,29039,2023-03-09 09:51:25+00:00
506,lopezobrador_,today government mexico signed agreement buy iberdrola 13 power generation plants part public heritage operated cf new nationalization,Mexico,Politics & Government,28121,2023-03-09 06:40:36+00:00
507,lopezobrador_,address causes violence opportunities allow consumption illegal substances increase,Mexico,Society & Culture,28103,2023-03-09 05:27:35+00:00
508,lopezobrador_,earthquake 55 epicenter near port hidden oaxaca apparently fortunately cause major damage anyway acting civil protection secretariats national marine defense government state,Mexico,Politics & Government,27568,2023-03-09 05:26:22+00:00
509,lopezobrador_,share talk marian rivera baseball legend example humanism,Mexico,Society & Culture,27066,2023-03-08 16:37:01+00:00
510,lopezobrador_,mayan train promotes sustainable integral development southeast,Mexico,Society & Culture,26598,2023-03-08 11:33:39+00:00
511,lopezobrador_,concluded meetings public servants 32 states reported 2744 branches welfare bank 2 thousand 138 built process construction 553 start work 53 advance 7792 already,Mexico,Business & Finance,25117,2023-03-08 09:48:19+00:00
512,lopezobrador_,share video longawaited road guadalupe ocotan huichol region nayarit,Mexico,Society & Culture,24564,2023-03-08 09:44:46+00:00
513,lopezobrador_,look work art cora culture,Mexico,Society & Culture,24172,2023-03-08 02:45:00+00:00
514,lopezobrador_,im talking contradictory hypocritical,Mexico,Society & Culture,23655,2023-03-08 02:44:12+00:00
515,lopezobrador_,threaten invade sell highpowered weapons thianguis nothing young people suffer unfortunately terrible deadly pandemic fentanyl care causes care wellbeing money strengthen moral values,Mexico,Health,23496,2023-03-08 02:43:00+00:00
516,lopezobrador_,scheduled evaluations welfare bank tijuana jurez accompanied secretary health jorge alcocer general director imss zo oako see migrants hospitalized last city improve medical care hope heal,Mexico,Health,22214,2023-03-08 02:39:59+00:00
517,lopezobrador_,always triumphs justice power morning press conference national palace,Mexico,Politics & Government,22167,2023-03-08 02:38:58+00:00
518,lopezobrador_,democratic government hide nothing morning press conference national palace,Mexico,Politics & Government,22007,2023-03-08 02:35:56+00:00
519,lopezobrador_,received alexa grasso world champion ufc mixed martial arts young woman sportsman pride mexico,Mexico,Society & Culture,21399,2023-03-07 16:37:35+00:00
520,lopezobrador_,message summit democracy 2023,Mexico,Politics & Government,20575,2023-03-07 16:02:02+00:00
521,lopezobrador_,national economy consolidated model growth justice,Mexico,Business & Finance,20392,2023-03-07 16:01:31+00:00
522,lopezobrador_,met guido croxatto lawyer pedro castillo president illegally dismissed unjustly prison suffering classism racism reigns sadly peru sent letter share,Mexico,Society & Culture,20023,2023-03-07 11:13:38+00:00
523,lopezobrador_,mayan train contribute tourism acquisition foreign currency southeast,Mexico,Society & Culture,19923,2023-03-07 07:20:21+00:00
524,lopezobrador_,meet merida public private builders evaluate advance mayan train 600 km earthworks finished rails electrical system stations complementary works tending date inauguration remains immovable december 2023,Mexico,Society & Culture,19508,2023-03-07 07:19:25+00:00
525,lopezobrador_,beautiful lakes close building new tulum airportwe monitoring two days advancements mayan train like dream soon soon become reality,Mexico,Society & Culture,19504,2023-03-07 07:16:35+00:00
526,lopezobrador_,embrace family friends death xavier lpez chabelohow forget oldest son woke early see 40 years ago,Mexico,Society & Culture,19384,2023-03-07 04:35:18+00:00
527,lopezobrador_,today explained situation country meeting xviii parents children entrepreneurs promotes among others carlos slimi also met larry fink president director blackrockin cases friendship agree unbeatable opportunities mexico,Mexico,Society & Culture,19336,2023-03-06 13:23:45+00:00
528,lopezobrador_,leading role times transformation played people,Mexico,Society & Culture,18738,2023-04-17 00:30:15+00:00
529,lopezobrador_,days ago morning conference reminded journalist regina martinez photographer alberto morales cat look video sent exodus democracy walked 91 tobacco city mexico,Mexico,Politics & Government,18607,2023-04-16 21:20:00+00:00
530,lopezobrador_,217th anniversary birth benito jurez kelatao oaxaca,Mexico,Society & Culture,18537,2023-04-16 00:20:00+00:00
531,lopezobrador_,morning press conference oaxaca,Mexico,Health,18523,2023-04-15 19:30:08+00:00
532,lopezobrador_,congratulations baseball players mexico never gone far exciting sport almost touched sky opportunities come,Mexico,Society & Culture,18506,2023-04-15 16:17:00+00:00
533,lopezobrador_,morning press conference chiapas,Mexico,Society & Culture,18417,2023-04-15 01:17:00+00:00
534,lopezobrador_,bilateral meeting 12 legislators representatives government eeuu dealt several issues mutual respect benefit peoples,Mexico,Politics & Government,17539,2023-04-14 21:18:00+00:00
535,lopezobrador_,yesterday commemorating oil expropriation crdenas lazaro remember mexico free independent sovereign country,Mexico,Politics & Government,17102,2023-04-13 23:21:00+00:00
536,lopezobrador_,sovereignty anachronistic patriotic concept respect independence dignity peoples thank,Mexico,Society & Culture,16941,2023-04-13 15:40:02+00:00
537,lopezobrador_,85 years oil expropriation base city mexico,Mexico,Politics & Government,16879,2023-04-13 00:17:00+00:00
538,lopezobrador_,good news sometimes doesnt come alone mexico baseball carlos payn real journalist died embrace family colleagues friends,Mexico,Society & Culture,16190,2023-04-12 21:27:00+00:00
539,lopezobrador_,propoor politics greater passion baseball mexico 5port rich 4 congratulations horses,Mexico,Politics & Government,16042,2023-04-12 18:20:06+00:00
540,lopezobrador_,rescue oil sovereignty workers pemex today visited refinery minatitln veracruztomorrow meet base city mexico 1700 hours,Mexico,Politics & Government,15942,2023-04-11 23:44:00+00:00
541,lopezobrador_,already integration phase testing twomouth refinery tobacco july started produce gasoline,Mexico,Health,15904,2023-04-11 19:35:01+00:00
542,lopezobrador_,morning press conference tabasco,Mexico,Society & Culture,15823,2023-04-11 16:00:21+00:00
543,lopezobrador_,invested 8 billion pesos rehabilitation year end producing 47 thousand barrels gasoline 40000 barrels diesel per day 22,Mexico,Business & Finance,15718,2023-04-11 00:12:00+00:00
544,lopezobrador_,engine rescue pemex workers technicians mexico entered government wood refinery today visited tamaulipas stopped year half short time started 12,Mexico,Politics & Government,15100,2023-04-10 23:26:00+00:00
545,lopezobrador_,rescue strengthen public enterprises defend energy sovereignty,Mexico,Politics & Government,14936,2023-04-10 21:56:00+00:00
546,lopezobrador_,accept challenge lifting public health system morning conference,Mexico,Health,14671,2023-04-10 21:05:01+00:00
547,lopezobrador_,mayan train development legacy southeastern mexico morning conference,Mexico,Society & Culture,14553,2023-04-08 21:44:05+00:00
548,lopezobrador_,countrymen mexican team horses world baseball classic remember famous phrases yogi beerra babe ruth cant beat dont know surrender passion respect brush neighbors,Mexico,Society & Culture,14291,2023-04-08 17:08:00+00:00
549,lopezobrador_,devils poor pity never heard word compassion affectioni send hugs family friends,Mexico,Society & Culture,14253,2023-04-08 14:30:04+00:00
550,lopezobrador_,regret death ignacio lpez tarso exceptional protagonist films genres art acting stay pito perez based novel jos rubn romero text repeats filming tin,Mexico,Society & Culture,13968,2023-04-07 22:53:06+00:00
551,lopezobrador_,supervising construction mayan train two days today leave chetumal meetings tulum cancn finished meridathis 700 km stretch electric double tracklook face lagoon seven colors baccalar,Mexico,Society & Culture,13870,2023-04-07 21:14:11+00:00
552,lopezobrador_,good meeting elizabeth sherwoodrandall national security advisor white house talk fentanyl arms trafficking president joe bidens decision respect sovereignty,Mexico,Politics & Government,13766,2023-04-07 20:00:08+00:00
553,lopezobrador_,pleased welcome secretary general oilexporting country organization opep haitham alghais companions first time representative authority oilexporting countries visits mexico understand well requiebien,Mexico,Society & Culture,13459,2023-04-07 18:45:01+00:00
554,lopezobrador_,morning press conference intelligence center national guard,Mexico,Politics & Government,13438,2023-04-07 15:30:12+00:00
555,lopezobrador_,meet managers technicians tesla advance project automotive plant lion others go well,Mexico,Society & Culture,13357,2023-04-07 14:05:02+00:00
556,lopezobrador_,international womens day national palace,Mexico,Society & Culture,13154,2023-04-06 21:05:01+00:00
557,lopezobrador_,mayan train take wellbeing southeast country morning press conference national palace,Mexico,Health,13132,2023-04-06 18:20:02+00:00
558,lopezobrador_,july operating important social banking network mexicothis weekend meet promoters durango coahuila new lion jalisco colima zacatecas aguacalientes 22,Mexico,Society & Culture,13087,2023-04-06 01:10:21+00:00
559,lopezobrador_,month half met servers nation 24 states continue advance commissioning welfare bank already operate thousand 503 branches finished 2 thousand 131 560 process construction 12,Mexico,Business & Finance,13015,2023-04-05 23:30:04+00:00
560,lopezobrador_,yesterday today supervise aqueducts lagoon durango knife ii monterrey well dam zapotillo jalisco three works mean water 32 million inhabitants investment 26 billion pesos finished year,Mexico,Business & Finance,12973,2023-04-05 21:38:21+00:00
561,lopezobrador_,mexico longer dominates oligarchy democratic government whose priority poor,Mexico,Politics & Government,12857,2023-04-05 18:28:01+00:00
562,lopezobrador_,likeminded colleagues presidents chile bolivia president xiomara honduras also invited,Mexico,Society & Culture,12766,2023-04-05 15:57:01+00:00
563,lopezobrador_,yesterday morning noon evening spoke friends presidents brazil colombia cuba argentina agreed meet video conference face inflation help,Mexico,Politics & Government,12478,2023-04-05 00:07:00+00:00
564,lopezobrador_,achieved financial stability country without increasing taxes raising fuel prices debt country,Mexico,Business & Finance,12477,2023-04-04 21:08:06+00:00
565,lopezobrador_,support wellbeing solidarity universal direct morning press conference national palace,Mexico,Health,12400,2023-04-03 18:58:21+00:00
566,lopezobrador_,arrival company dhls first cargo flight aifa,Mexico,Health,12307,2023-04-03 15:05:10+00:00
567,lopezobrador_,progress consolidation health system protects mexican women men birth,Mexico,Health,12157,2023-04-02 21:48:00+00:00
568,lopezobrador_,mayan train seeks wellbeing peoples archaeological heritage environment,Mexico,Health,11989,2023-04-02 16:14:01+00:00
569,lopezobrador_,recently carnival hecelchakn campeche made representation thingthe people southeast took mayan trainit speak physical would say part collective imaginary 22,Mexico,Society & Culture,11889,2023-04-02 00:16:00+00:00
570,lopezobrador_,parade november 20 2018 assuming presidency starting work children port lane quintana roo exhibited mayan train 12,Mexico,Politics & Government,11772,2023-04-01 20:52:06+00:00
571,lopezobrador_,share two photos supervision works mayan train one taken engineer three days ago apparently aluxe diego prieto splendid prehispanic sculpture ek balam everything mystical,Mexico,Society & Culture,11615,2023-04-01 15:12:01+00:00
572,lopezobrador_,flag day military field mars city mexico,Mexico,Health,11611,2023-03-31 19:24:01+00:00
573,lopezobrador_,cx jubiloso lutuoso anniversary francisco timber national palace,Mexico,Society & Culture,11573,2023-03-31 15:30:08+00:00
574,lopezobrador_,objective take care public health guarantee national security,Mexico,Health,11561,2023-03-30 21:10:01+00:00
575,lopezobrador_,address causes violence needs people especially young people,Mexico,Society & Culture,11560,2023-03-30 18:18:01+00:00
576,lopezobrador_,met senator maggie hassan senator tom carper congressmen lou len dan kildee beyer jerry carl talked free trade migration security relationship eeuu respectful cooperative benefit peoples,Mexico,Politics & Government,11387,2023-03-30 14:38:00+00:00
577,lopezobrador_,construction main road aifa made public budget generated jobs reduces time transfer city mexico,Mexico,Business & Finance,11324,2023-03-29 21:21:01+00:00
578,lopezobrador_,day mexican army zumpango state mexico,Mexico,Society & Culture,11151,2023-03-29 16:36:01+00:00
579,lopezobrador_,assessment progress justice plan yaqui people cash sound,Mexico,Health,11148,2023-03-28 17:25:03+00:00
580,lopezobrador_,share sunrise san carlos sound happy sunday,Mexico,Society & Culture,11125,2023-03-26 00:37:00+00:00
581,lopezobrador_,decree nationalization lithium sound,Mexico,Politics & Government,11098,2023-03-25 16:02:00+00:00
582,lopezobrador_,opening modernization road water prietabavispe sound,Mexico,Health,10854,2023-03-24 22:11:00+00:00
583,lopezobrador_,today evaluate walnuts sound work works customs carry coordination government united statesat meeting governor arizona katie hobbs governor sound hardwood alfonso addition officials countries,Mexico,Politics & Government,10823,2023-03-24 17:37:01+00:00
584,lopezobrador_,opening first stage photovoltaic power station port peasco sound,Mexico,Health,10800,2023-03-24 15:11:09+00:00
585,lopezobrador_,morning press conference sound,Mexico,Health,10763,2023-03-23 23:21:26+00:00
586,lopezobrador_,morning press conference sound 800 downtown time 700 local time,Mexico,Health,10715,2023-03-23 21:00:06+00:00
587,lopezobrador_,opening main road aifa road tonanitla nextlalpan state mexico,Mexico,Society & Culture,10567,2023-03-23 18:00:15+00:00
588,lopezobrador_,creating protected natural areas fundamental defense conservation natural resources,Mexico,Health,10448,2023-03-23 14:00:00+00:00
589,lopezobrador_,internet fundamental initiative process transformation mexico,Mexico,Society & Culture,10447,2023-03-22 17:45:05+00:00
590,lopezobrador_,guaranteeing quality universal free medical care priority government,Mexico,Health,10444,2023-03-21 19:52:06+00:00
591,lopezobrador_,built mayan train support inhabitants southeast country companies workers,Mexico,Society & Culture,10438,2023-03-20 22:46:00+00:00
592,lopezobrador_,today meet public servants work ground gather peoples feelings implement welfare programs principle good first poor,Mexico,Politics & Government,10437,2023-03-20 19:03:05+00:00
593,lopezobrador_,delivery decoration mexican order aztec eagle president cuba miguel diozzcanel,Mexico,Society & Culture,10403,2023-03-19 19:28:05+00:00
594,lopezobrador_,mexicocuba bilateral meeting health imsswelfare campeche,Mexico,Health,10388,2023-03-19 15:51:00+00:00
595,lopezobrador_,welcome president republic cuba miguel diozcanel bermdez,Mexico,Politics & Government,10376,2023-03-18 22:00:50+00:00
596,lopezobrador_,congratulations mochis third place caribbean series 33,Mexico,Society & Culture,10374,2023-03-18 15:30:01+00:00
597,lopezobrador_,vinny castilla jose luis el borrego sandoval daniel fernandez add theodoro fig tree chito rivers toro valentuela dodgers withdrawn number 34 tribute great pitcher far best mexican baseball player history 23,Mexico,Society & Culture,10305,2023-03-17 20:45:23+00:00
598,lopezobrador_,wednesday tied 11 11 imss went four opening seventh got six runs closing fixed reinforced pure horse chamaco like benjamn gil matas carnalo 13,Mexico,Society & Culture,10278,2023-03-17 15:00:35+00:00
599,lopezobrador_,day mexican air force zapopan jalisco,Mexico,Society & Culture,10189,2023-03-17 01:21:00+00:00
600,lopezobrador_,morning press conference jalisco,Mexico,Society & Culture,10168,2023-03-16 20:06:17+00:00
601,lopezobrador_,loyalty march 110th anniversary city mexico,Mexico,Society & Culture,10155,2023-03-16 18:17:01+00:00
602,lopezobrador_,never late justice morning press conference national palace,Mexico,Politics & Government,10072,2023-03-16 16:32:26+00:00
603,lopezobrador_,international airport felipe angeles aifa spare capacity cargo flights,Mexico,Health,10053,2023-03-15 21:20:00+00:00
